CLAVEAGRP|DIVISION|GRUPO|CLASE|SUBCLASE|ARTICULO|DESCRIPCION
461306|400000|460000|461000|461300|461306|Adhesivos varios|
461307|400000|460000|461000|461300|461307|Bolsas para residuos|
461308|400000|460000|461000|461300|461308|Fósforos|
461309|400000|460000|461000|461300|461309|Otros artículos: escarbadientes,  broches, perchas, repuesto filtro de agua, etc..|
462000|400000|460000|462000|||Servicios domésticos y para el hogar|
462100|400000|460000|462000|462100||Servicio doméstico (limpieza, cocina, planchado y cuidado de niños)|
462101|400000|460000|462000|462100|462101|Servicio doméstico con retiro (sueldo, aguinaldo y viáticos)|
462102|400000|460000|462000|462100|462102|Servicio doméstico sin retiro (cama adentro),(sueldo, aguinaldo y viáticos)|
462103|400000|460000|462000|462100|462103|Gastos en seguridad social por la contratación del personal doméstico|
462104|400000|460000|462000|462100|462104|Indemnizaciones a personas que trabajan en el hogar|
462200|400000|460000|462000|462200||Otros servicios domésticos (jardinero, chofer, mayordomo, etc..)|
462201|400000|460000|462000|462200|462201|Jardinero, chofer, mayordomo, etc. (sueldo, aguinaldo y viáticos)|
462202|400000|460000|462000|462200|462202|Gastos en seguridad social por la contratación del personal doméstico|
462203|400000|460000|462000|462200|462203|Indemnizaciones a personas que trabajan en el hogar|
462204|400000|460000|462000|462200|462204|Servicio de seguridad|
462300|400000|460000|462000|462300||Limpieza de textiles para el hogar (manteles, sábanas, etc..)|
462301|400000|460000|462000|462300|462301|Limpieza de manteles, sábanas, etc.|
462302|400000|460000|462000|462300|462302|Limpieza de cortinas y alfombras|
462400|400000|460000|462000|462400||Otros servicios para el hogar|
462401|400000|460000|462000|462400|462401|Alquiler de textiles para el hogar|
462402|400000|460000|462000|462400|462402|Alquiler de vajilla (platos, vasos)|
462403|400000|460000|462000|462400|462403|Alquiler de mesas y sillas|
462404|400000|460000|462000|462400|462404|Fumigación, desratización|
500000|500000|||||SALUD|
510000|500000|510000||||PRODUCTOS MEDICINALES, ARTEFACTOS Y EQUIPOS PARA LA SALUD|
511000|500000|510000|511000|||Productos farmacéuticos|
511100|500000|510000|511000|511100||Productos farmacéuticos|
511101|500000|510000|511000|511100|511101|Alergia|
511102|500000|510000|511000|511100|511102|Alimentos para lactantes|
511103|500000|510000|511000|511100|511103|Antibióticos y antisépticos|
511104|500000|510000|511000|511100|511104|Anticonceptivos|
511105|500000|510000|511000|511100|511105|Antiinflamatorios|
511106|500000|510000|511000|511100|511106|Cardíacos|
511107|500000|510000|511000|511100|511107|Dermatológicos|
511108|500000|510000|511000|511100|511108|Diabetes|
511109|500000|510000|511000|511100|511109|Diarrea|
511110|500000|510000|511000|511100|511110|Digestivos|
511111|500000|510000|511000|511100|511111|Fiebre o dolor|
511112|500000|510000|511000|511100|511112|Homeopáticos y hierbas medicinales|
511113|500000|510000|511000|511100|511113|Nervios|
511114|500000|510000|511000|511100|511114|Oncológicos|
511115|500000|510000|511000|511100|511115|Presión|
511116|500000|510000|511000|511100|511116|Productos dietéticos|
511117|500000|510000|511000|511100|511117|Tiroides y hormonas|
511118|500000|510000|511000|511100|511118|Tos|
511119|500000|510000|511000|511100|511119|Vacunas y sueros|
511120|500000|510000|511000|511100|511120|Vitaminas o tónicos|
511121|500000|510000|511000|511100|511121|Otros medicamentos|
512000|500000|510000|512000|||Otros productos médicos|
512100|500000|510000|512000|512100||Elementos para los primeros auxilios y otros productos médicos|
512101|500000|510000|512000|512100|512101|Alcohol, agua oxigenada, antisépticos, desinfectantes|
512102|500000|510000|512000|512100|512102|Algodón|
512103|500000|510000|512000|512100|512103|Gasas y vendas|
512104|500000|510000|512000|512100|512104|Jeringas, agujas|
512105|500000|510000|512000|512100|512105|Limpieza de lentes de contactos|
512106|500000|510000|512000|512100|512106|Preservativos|
512107|500000|510000|512000|512100|512107|Tela adhesiva, curitas|
512108|500000|510000|512000|512100|512108|Termómetro|
512109|500000|510000|512000|512100|512109|Otros elementos para primeros auxilios|
513000|500000|510000|513000|||Artefactos y equipos terapéuticos y sus reparaciones|
513100|500000|510000|513000|513100||Artefactos y equipos terapéuticos y sus reparaciones|
513101|500000|510000|513000|513100|513101|Anteojos|
513102|500000|510000|513000|513100|513102|Lentes de contacto|
513103|500000|510000|513000|513100|513103|Anticonceptivos mecánicos|
513104|500000|510000|513000|513100|513104|Aparatos y accesorios ortopédicos y terapéuticos|
513105|500000|510000|513000|513100|513105|Equipo p/nebulización, oxígeno, vaporización|
513106|500000|510000|513000|513100|513106|Prótesis dentaria|
513107|500000|510000|513000|513100|513107|Otras prótesis|
513108|500000|510000|513000|513100|513108|Alquiler de aparatos y accesorios ortopédicos y terapéuticos|
513109|500000|510000|513000|513100|513109|Reparaciones de anteojos, aparatos ortopédicos, nebulizadores|
520000|500000|520000||||SERVICIOS PARA LA SALUD|
521000|500000|520000|521000|||Servicios médicos para pacientes externos|
521100|500000|520000|521000|521100||Consultas médicas|
521101|500000|520000|521000|521100|521101|Consulta clínica general|
521102|500000|520000|521000|521100|521102|Consulta cardiología|
521103|500000|520000|521000|521100|521103|Consulta gastroenterología|
521104|500000|520000|521000|521100|521104|Consulta ginecología, obstetricia|
521105|500000|520000|521000|521100|521105|Consulta nariz, garganta y oído|
521106|500000|520000|521000|521100|521106|Consulta oftalmología|
521107|500000|520000|521000|521100|521107|Consulta pediatría|
521108|500000|520000|521000|521100|521108|Consulta psiquiatría|
521109|500000|520000|521000|521100|521109|Consulta traumatología, reumatología|
521110|500000|520000|521000|521100|521110|Otras consultas médicas|
522000|500000|520000|522000|||Servicios y tratamientos odontológicos|
522100|500000|520000|522000|522100||Servicios odontológicos|
522101|500000|520000|522000|522100|522101|Consulta odontológica|
522102|500000|520000|522000|522100|522102|Consulta odontológica: extracción|
522103|500000|520000|522000|522100|522103|Consulta odontológica: obturación (arreglo de caries)|
522104|500000|520000|522000|522100|522104|Ortodoncia|
522105|500000|520000|522000|522100|522105|Otras consultas odontológicas|
523000|500000|520000|523000|||Servicios auxiliares para pacientes externos|
523100|500000|520000|523000|523100||Servicios auxiliares para pacientes externos|
523101|500000|520000|523000|523100|523101|Psicología|
523102|500000|520000|523000|523100|523102|Psicopedagogía|
523103|500000|520000|523000|523100|523103|Fisioterapia y kinesiología|
523104|500000|520000|523000|523100|523104|Fonoaudiología|
523105|500000|520000|523000|523100|523105|Tratamientos oncológicos|
523106|500000|520000|523000|523100|523106|Enfermera|
523107|500000|520000|523000|523100|523107|Análisis de laboratorio comunes (sangre, orina, materia fecal, etc..)|
523108|500000|520000|523000|523100|523108|Análisis de laboratorio complejos (estudio hormonal, anticuerpos, radioinmunoensayos, etc..)|
523109|500000|520000|523000|523100|523109|Estudios radiológicos comunes (radiografía simple sin contraste, electrocardiograma, encefalograma, etc..)|
523110|500000|520000|523000|523100|523110|Estudios radiológicos complejos (ecografía, tomografía, centellograma, densitometria ósea, resonancia magnética, ecodoppler, endoscopia, biopsia, etc..)|
523111|500000|520000|523000|523100|523111|Aplicación de inyecciones, presión arterial|
523112|500000|520000|523000|523100|523112|Diálisis|
523113|500000|520000|523000|523100|523113|Traslado en ambulancia|
523114|500000|520000|523000|523100|523114|Otros servicios y/o tratamientos para la salud|
524000|500000|520000|524000|||Cirugía, partos e internaciones|
524100|500000|520000|524000|524100||Cirugía, partos e internaciones|
524101|500000|520000|524000|524100|524101|Cirugía con internación|
524102|500000|520000|524000|524100|524102|Cirugía sin internación|
524103|500000|520000|524000|524100|524103|Internación|
524104|500000|520000|524000|524100|524104|Internación diurna (incluye análisis, radiografía y otros estudios)|
524105|500000|520000|524000|524100|524105|Parto|
530000|500000|530000||||SEGUROS MEDICOS|
531000|500000|530000|531000|||Seguros relacionados con la salud|
531100|500000|530000|531000|531100||Seguros relacionados con la salud|
531101|500000|530000|531000|531100|531101|Cuota mensual de afiliación voluntaria a un sistema de salud|
531102|500000|530000|531000|531100|531102|Cuota adicional por la obra social obligatoria|
531103|500000|530000|531000|531100|531103|Compra de chequeras y ordenes de consulta|
531104|500000|530000|531000|531100|531104|Cuota de emergencia médica|
531107|500000|530000|531000|531100|531107|Otros gastos|
600000|600000|||||TRANSPORTE Y COMUNICACIONES|
610000|600000|610000||||TRANSPORTE|
611000|600000|610000|611000|||Transporte privado|
611100|600000|610000|611000|611100||Compra-venta de vehículos|
611101|600000|610000|611000|611100|611101|Compra de  automóvil|
611102|600000|610000|611000|611100|611102|Compra de bicicleta para adulto|
611103|600000|610000|611000|611100|611103|Compra de camión u ómnibus|
611104|600000|610000|611000|611100|611104|Compra de camioneta o combi|
611105|600000|610000|611000|611100|611105|Compra de motocicleta o ciclomotor|
611106|600000|610000|611000|611100|611106|Compra de vehículos de tracción a sangre: sulky, carro, etc. y caballo para transporte, poni, etc.|
611107|600000|610000|611000|611100|611107|Compra de otros vehículos|
611111|600000|610000|611000|611100|611111|Venta de automóvil|
611112|600000|610000|611000|611100|611112|Venta de bicicleta para adulto|
611113|600000|610000|611000|611100|611113|Venta de camión u ómnibus|
611114|600000|610000|611000|611100|611114|Venta de camioneta o combi|
611115|600000|610000|611000|611100|611115|Venta de motocicleta o ciclomotor|
611116|600000|610000|611000|611100|611116|Venta de vehículos de tracción a sangre: sulky, carro, etc., y caballo para transporte, poni, etc.|
611117|600000|610000|611000|611100|611117|Venta de otros vehículos|
611300|600000|610000|611000|611300||Repuestos y accesorios para vehículos de uso del hogar|
611301|600000|610000|611000|611300|611301|Baterías|
611302|600000|610000|611000|611300|611302|Bujías|
611303|600000|610000|611000|611300|611303|Cubiertas, neumáticos|
611304|600000|610000|611000|611300|611304|Equipos de gas|
611305|600000|610000|611000|611300|611305|Radio, equipo de música para vehículo de uso del hogar|
611306|600000|610000|611000|611300|611306|Accesorios varios (matafuegos, balizas, portaequipaje, alarma, etc..)|
611307|600000|610000|611000|611300|611307|Repuestos y accesorios para el vehículo de uso del hogar|
611308|600000|610000|611000|611300|611308|Productos de limpieza y conservación para el vehículo de uso del hogar: fundas, cubreautos, espumas, etc..|
611400|600000|610000|611000|611400||Combustibles y lubricantes para vehículos de uso del hogar|
611401|600000|610000|611000|611400|611401|Cambio y/o compra de aceite, lubricantes|
611402|600000|610000|611000|611400|611402|Gas natural comprimido|
611403|600000|610000|611000|611400|611403|Gas oil|
611404|600000|610000|611000|611400|611404|Nafta común|
611405|600000|610000|611000|611400|611405|Nafta con mínimo plomo|
611406|600000|610000|611000|611400|611406|Nafta especial|
611407|600000|610000|611000|611400|611407|Nafta sin plomo|
611408|600000|610000|611000|611400|611408|Otros gastos en combustibles|
611500|600000|610000|611000|611500||Conservación y reparación de vehículos de uso del hogar|
611501|600000|610000|611000|611500|611501|Balanceo de ruedas|
611502|600000|610000|611000|611500|611502|Chapa y pintura|
611503|600000|610000|611000|611500|611503|Inspección técnica|
611504|600000|610000|611000|611500|611504|Lavado, engrase|
611505|600000|610000|611000|611500|611505|Reparaciones diversas y sus repuestos|
611600|600000|610000|611000|611600||Otros servicios relativos al equipo de vehículos de uso del hogar|
611601|600000|610000|611000|611600|611601|Estacionamiento mensual|
611602|600000|610000|611000|611600|611602|Estacionamiento por hora y/o estadía|
611603|600000|610000|611000|611600|611603|Lecciones para conducir|
611604|600000|610000|611000|611600|611604|Obtención de licencia de conducir|
611605|600000|610000|611000|611600|611605|Peaje mensual|
611606|600000|610000|611000|611600|611606|Peaje diario|
611607|600000|610000|611000|611600|611607|Alquiler de autos sin chofer|
611700|600000|610000|611000|611700||Seguros relacionados con el transporte personal|
611701|600000|610000|611000|611700|611701|Seguro del automotor|
612000|600000|610000|612000|||Transporte público|
612100|600000|610000|612000|612100||Servicios de transporte automotor|
612101|600000|610000|612000|612100|612101|Abono de colectivo urbano o suburbano|
612102|600000|610000|612000|612100|612102|Abono mensual de chárter (combi, ómnibus)|
612103|600000|610000|612000|612100|612103|Abono semanal de chárter (combi, ómnibus)|
612104|600000|610000|612000|612100|612104|Boleto de colectivo urbano o suburbano|
612105|600000|610000|612000|612100|612105|Ómnibus de media y larga distancia|
612106|600000|610000|612000|612100|612106|Remis|
612107|600000|610000|612000|612100|612107|Taxímetro|
612108|600000|610000|612000|612100|612108|Transporte escolar mensual|
612109|600000|610000|612000|612100|612109|Otros abonos (remis, taxi)|
612110|600000|610000|612000|612100|612110|Alquiler de auto con chofer|
612200|600000|610000|612000|612200||Servicios de transporte ferroviario|
612201|600000|610000|612000|612200|612201|Abono de tren corta distancia|
612202|600000|610000|612000|612200|612202|Boleto de tren de larga distancia|
612203|600000|610000|612000|612200|612203|Boleto tren corta distancia|
612204|600000|610000|612000|612200|612204|Subterráneo|
612300|600000|610000|612000|612300||Servicios de transporte aéreo|
612301|600000|610000|612000|612300|612301|Pasajes de avión de cabotaje|
612302|600000|610000|612000|612300|612302|Pasajes de avión internacional|
612400|600000|610000|612000|612400||Servicios de transporte acuático|
612401|600000|610000|612000|612400|612401|Abono de lancha|
612402|600000|610000|612000|612400|612402|Pasaje de buque|
612403|600000|610000|612000|612400|612403|Lancha y aliscafo|
612500|600000|610000|612000|612500||Otros servicios de transporte|
612501|600000|610000|612000|612500|612501|Servicio de mundanza, flete, guardamuebles|
612502|600000|610000|612000|612500|612502|Otros transportes públicos|
620000|600000|620000||||COMUNICACIONES|
621000|600000|620000|621000|||Servicios postales|
621100|600000|620000|621000|621100||Correo|
621101|600000|620000|621000|621100|621101|Estampilla postal, envío de cartas, postales|
621102|600000|620000|621000|621100|621102|Telegrama, telex|
621103|600000|620000|621000|621100|621103|Otros servicios postales|
622000|600000|620000|622000|||Equipos  de teléfono y de fax|
622100|600000|620000|622000|622100||Equipos de teléfono y de fax|
622101|600000|620000|622000|622100|622101|Equipos fijos de teléfono y de fax|
622102|600000|620000|622000|622100|622102|Equipos móviles de teléfono|
622103|600000|620000|622000|622100|622103|Reparación de equipos y accesorios telefónicos y de fax|
623000|600000|620000|623000|||Servicios telefónico y de fax (incluye instalación)|
623100|600000|620000|623000|623100||Servicio de teléfono fijo|
623101|600000|620000|623000|623100|623101|Servicio de teléfono fijo en el hogar|
623102|600000|620000|623000|623100|623102|Tarjetas para teléfono fijo en el hogar|
623103|600000|620000|623000|623100|623103|Instalaciones de telefonía fija, habilitaciones, etc..|
623200|600000|620000|623000|623200||Servicio de telefonía móvil|
623201|600000|620000|623000|623200|623201|Servicio de teléfono celular o móvil|
623202|600000|620000|623000|623200|623202|Tarjetas para telefonía celular o móvil|
623300|600000|620000|623000|623300||Otros servicios telefónicos|
623301|600000|620000|623000|623300|623301|Servicio de conexión a internet desde el hogar|
623302|600000|620000|623000|623300|623302|Servicio de radiomensaje, radiollamada|
623303|600000|620000|623000|623300|623303|Conexión a internet desde locutorios, cabinas, etc..|
623304|600000|620000|623000|623300|623304|Tarjetas telefónicas, llamadas de locutorio o teléfono público, envío de fax y recepción|
700000|700000|||||ESPARCIMIENTO|
710000|700000|710000||||EQUIPOS AUDIO-VISUALES, FOTOGRÁFICOS Y DE PROCESAMIENTO DE LA INFORMACIÓN|
711000|700000|710000|711000|||Equipos de recepción, grabación y reproducción de imágenes y sonido|
711100|700000|710000|711000|711100||Equipos de TV, video casetera, etc..|
711101|700000|710000|711000|711100|711101|Televisor|
711102|700000|710000|711000|711100|711102|Videocasetera, reproductora, DVD|
711103|700000|710000|711000|711100|711103|Otros equipos de TV, video casetera, etc.|
711104|700000|710000|711000|711100|711104|Reparación de equipos de TV, video casetera, etc..|
711200|700000|710000|711000|711200||Equipos de radio, minicomponentes, etc..|
711201|700000|710000|711000|711200|711201|Radio, radiograbador|
711202|700000|710000|711000|711200|711202|Equipo musical, minicomponentes|
711203|700000|710000|711000|711200|711203|Walkman, discman, grabador|
711204|700000|710000|711000|711200|711204|Otros equipos de radio, minicomponentes, etc..|
711205|700000|710000|711000|711200|711205|Reparación de equipos de radio, minicomponentes, etc..|
712000|700000|710000|712000|||Equipo fotográfico, videocámaras de filmación, proyección e instrumentos ópticos|
712100|700000|710000|712000|712100||Equipo fotográfico, videocámaras, de filmación y proyección e instrumentos ópticos|
712101|700000|710000|712000|712100|712101|Cámaras y accesorios (teleobjetivo)|
712102|700000|710000|712000|712100|712102|Cámara digital|
712103|700000|710000|712000|712100|712103|Videocámara, filmadora, proyectores de películas|
712104|700000|710000|712000|712100|712104|Instrumentos ópticos: microscopio, telescopio, binoculares|
712105|700000|710000|712000|712100|712105|Otros equipos fotográficos de filmación, proyección  e instrumentos ópticos|
712106|700000|710000|712000|712100|712106|Reparación de equipos fotográficos, videocámaras, de filmación y proyección  e instrumentos ópticos|
713000|700000|710000|713000|||Equipos de computación, calculadoras, agendas electrónicas y accesorios|
713100|700000|710000|713000|713100||Equipos de computación, calculadoras, agendas electrónicas y accesorios|
713101|700000|710000|713000|713100|713101|Computadora personal, incluye portátil|
713102|700000|710000|713000|713100|713102|Impresora, scanner|
713103|700000|710000|713000|713100|713103|Monitor, disco rígido, CPU., grabadora de CD, disquetera|
713104|700000|710000|713000|713100|713104|Mouse, teclado, cables, filtro, placas de sonido, placas de red, Webcam, etc.|
713105|700000|710000|713000|713100|713105|Software|
713106|700000|710000|713000|713100|713106|Máquina de escribir|
713107|700000|710000|713000|713100|713107|Calculadora|
713108|700000|710000|713000|713100|713108|Otros equipos de computación, calculadoras, agendas electrónicas y accesorios|
713109|700000|710000|713000|713100|713109|Reparación de equipos de computación, calculadoras, agendas electrónicas, etc.|
714000|700000|710000|714000|||Elementos para grabar y grabados (casetes, CDs, etc..)|
714100|700000|710000|714000|714100||Elementos para grabar: casetes, CDs, etc..|
714101|700000|710000|714000|714100|714101|Casetes vírgenes para audio|
714102|700000|710000|714000|714100|714102|Casetes vírgenes para video y películas para filmación|
714103|700000|710000|714000|714100|714103|Cinta, cartucho para impresora|
714104|700000|710000|714000|714100|714104|Diskettes, CD rom, DVD, etc..|
714105|700000|710000|714000|714100|714105|Rollo fotográfico (excluye revelado)|
714106|700000|710000|714000|714100|714106|Otros medios para grabación|
714200|700000|710000|714000|714200||Elementos grabados: casetes, CDs, etc..|
714201|700000|710000|714000|714200|714201|Casetes y discos grabados|
714202|700000|710000|714000|714200|714202|CD grabados|
714203|700000|710000|714000|714200|714203|DVD grabados|
714204|700000|710000|714000|714200|714204|Video casete y película grabadas|
720000|700000|720000||||EQUIPOS PARA LA RECREACIÓN Y CULTURA|
721000|700000|720000|721000|||Equipos y otros para la recreación|
721100|700000|720000|721000|721100||Equipos y otros para la recreación|
721101|700000|720000|721000|721100|721101|Botes, motores de fuera de borda, velas, etc..|
721102|700000|720000|721000|721100|721102|Caballos y ponis, vehículos de tracción a sangre|
721103|700000|720000|721000|721100|721103|Canoas, kayac, tablas de surf a vela|
721104|700000|720000|721000|721100|721104|Casas rodantes y remolques|
721105|700000|720000|721000|721100|721105|Máquinas de pin ball, máquinas para juegos, etc..|
721106|700000|720000|721000|721100|721106|Mesas de billar, mesas para tenis|
721107|700000|720000|721000|721100|721107|Aeroplanos, aeronaves ligeras, planeadores, etc..|
721108|700000|720000|721000|721100|721108|Otros equipos duraderos para la recreación|
721109|700000|720000|721000|721100|721109|Reparación de equipos duraderos para la recreación|
722000|700000|720000|722000|||Juegos, juguetes y hobbies|
722100|700000|720000|722000|722100||Juegos, juguetes y hobbies y sus reparaciones|
722101|700000|720000|722000|722100|722101|Juegos de salón: dados, ludo, cartas, etc..|
722102|700000|720000|722000|722100|722102|Aparato de video juegos: play station, family games|
722103|700000|720000|722000|722100|722103|Video juegos y accesorios: discos, DVD, cartuchos para juegos electrónicos, etc..|
722104|700000|720000|722000|722100|722104|Juguetes a cuerda, a fricción, eléctricos o a pilas|
722105|700000|720000|722000|722100|722105|Juguetes para armar|
722106|700000|720000|722000|722100|722106|Juguetes para bebé: sonajero|
722107|700000|720000|722000|722100|722107|Muñecos/as|
722108|700000|720000|722000|722100|722108|Bicicleta (excepto para adulto) triciclo, zapatilla, monopatín, otros rodados |
722109|700000|720000|722000|722100|722109|Entretenimientos varios: artículos de colección (estampillas, etc.), figuritas y álbumes, materiales de artesanías: pinceles, pinturas, aeromodelismo, pirotecnia, etc.|
722110|700000|720000|722000|722100|722110|Máscaras, disfraces, bromas, novedades, artículos para carnaval|
722111|700000|720000|722000|722100|722111|Adornos de navidad: guirnaldas, luces, etc..|
722112|700000|720000|722000|722100|722112|Otros juegos y juguetes|
722113|700000|720000|722000|722100|722113|Reparación de juegos y juguetes|
723000|700000|720000|723000|||Equipo para el deporte, campamento y recreación al aire libre|
723100|700000|720000|723000|723100||Equipos para el deporte, campamento y recreación al aire libre|
723101|700000|720000|723000|723100|723101|Calzado para deporte varios: botines para fútbol, golf, sky|
723102|700000|720000|723000|723100|723102|Pelota para deporte varios: fútbol, rugby|
723103|700000|720000|723000|723100|723103|Paleta, raqueta|
723104|700000|720000|723000|723100|723104|Tobillera, rodillera, muñequera, guantes|
723105|700000|720000|723000|723100|723105|Colchonetas, pesas, etc.. para gimnasia|
723106|700000|720000|723000|723100|723106|Aparatos para gimnasia|
723107|700000|720000|723000|723100|723107|Artículos de caza, pesca, náutica, esquí, buceo, etc..|
723108|700000|720000|723000|723100|723108|Carpas, bolsas de dormir, mochila para campamento y andinismo|
723109|700000|720000|723000|723100|723109|Otros artículos deportivos, de campamento y recreación: palos de hockey, golf, patines, roller, etc..|
723110|700000|720000|723000|723100|723110|Reparación de artículos para el deporte, campamento y recreación|
723111|700000|720000|723000|723100|723111|Alquiler de artículos deportivos, campamento y recreación|
724000|700000|720000|724000|||Plantas, flores y otros artículos para jardinería|
724100|700000|720000|724000|724100||Plantas, flores y otros artículos para jardinería|
724101|700000|720000|724000|724100|724101|Flores y plantas naturales|
724102|700000|720000|724000|724100|724102|Tierra y fertilizantes|
724103|700000|720000|724000|724100|724103|Flores y plantas artificiales|
724104|700000|720000|724000|724100|724104|Otros artículos para jardinería|
725000|700000|720000|725000|||Mascota, servicios veterinarios y productos conexos.|
725100|700000|720000|725000|725100||Mascota, servicios veterinarios y productos conexos.|
725101|700000|720000|725000|725100|725101|Compra de mascota|
725102|700000|720000|725000|725100|725102|Atención de mascota|
725103|700000|720000|725000|725100|725103|Alimento para mascota|
725104|700000|720000|725000|725100|725104|Artículos relativos a mascotas|
726000|700000|720000|726000|||Instrumentos musicales|
726100|700000|720000|726000|726100||Instrumentos musicales (excluir para uso profesional o de juguete)|
726101|700000|720000|726000|726100|726101|Batería, tumbadora, bombo|
726102|700000|720000|726000|726100|726102|Guitarra, bajo|
726103|700000|720000|726000|726100|726103|Piano, órgano|
726104|700000|720000|726000|726100|726104|Trompeta, clarinete, flauta, flauta dulce, armónica|
726105|700000|720000|726000|726100|726105|Otros instrumentos musicales|
726106|700000|720000|726000|726100|726106|Reparación de instrumentos musicales|
730000|700000|730000||||SERVICIOS RECREATIVOS Y CULTURALES|
731000|700000|730000|731000|||Servicios recreativos y deportivos|
731100|700000|730000|731000|731100||Servicios recreativos y deportivos|
731101|700000|730000|731000|731100|731101|Alquiler de artículos para deportes|
731102|700000|730000|731000|731100|731102|Alquiler de cancha de fútbol, tenis, paddle|
731103|700000|730000|731000|731100|731103|Colonia de vacaciones|
731104|700000|730000|731000|731100|731104|Cuota de club deportivo - gimnasio|
731105|700000|730000|731000|731100|731105|Entrada a espectáculos deportivos|
731106|700000|730000|731000|731100|731106|Fichas para juegos|
731107|700000|730000|731000|731100|731107|Lecciones en grupo o individual: esquí, natación, equitación, baile (tango), etc..|
731108|700000|730000|731000|731100|731108|Otros servicios deportivos|
732000|700000|730000|732000|||Servicios culturales|
732100|700000|730000|732000|732100||Servicios culturales|
732101|700000|730000|732000|732100|732101|Televisión por cable o satelital|
732102|700000|730000|732000|732100|732102|Alquiler de películas de video, DVD, video juegos|
732103|700000|730000|732000|732100|732103|Revelado y copia de películas fotográficas|
732104|700000|730000|732000|732100|732104|Fotografías (foto carnet, foto escolar)|
732105|700000|730000|732000|732100|732105|Alquiler de equipos de televisión, video, etc..|
732106|700000|730000|732000|732100|732106|Café concert, baile|
732107|700000|730000|732000|732100|732107|Cine|
732108|700000|730000|732000|732100|732108|Parque de diversiones, circo, zoológico, centro recreativo, exposiciones|
732109|700000|730000|732000|732100|732109|Teatro, concierto|
732110|700000|730000|732000|732100|732110|Otros servicios recreativos y culturales|
733000|700000|730000|733000|||Juegos de azar|
733100|700000|730000|733000|733100||Juegos de azar|
733101|700000|730000|733000|733100|733101|Prode, lotería, quiniela, rifa, casino, carreras de caballos|
740000|700000|740000||||PERIÓDICOS, DIARIOS, LIBROS NO ESCOLARES Y REVISTAS|
741000|700000|740000|741000|||Libros (excluye libros escolares)|
741100|700000|740000|741000|741100||Libros (excluye libros escolares)|
741101|700000|740000|741000|741100|741101|Diccionarios, enciclopedias, atlas|
741102|700000|740000|741000|741100|741102|Libros infantiles|
741103|700000|740000|741000|741100|741103|Novelas, ensayos, cuentos y poesías|
741104|700000|740000|741000|741100|741104|Otros libros (excluidos los textos educativos)|
742000|700000|740000|742000|||Diarios y publicaciones periódicas|
742100|700000|740000|742000|742100||Diarios y publicaciones periódicas|
742101|700000|740000|742000|742100|742101|Diarios y periódicos|
742102|700000|740000|742000|742100|742102|Revistas no profesionales|
742103|700000|740000|742000|742100|742103|Revistas profesionales|
742104|700000|740000|742000|742100|742104|Suscripción a diarios y periódicos|
742105|700000|740000|742000|742100|742105|Suscripción a revistas no profesionales|
742106|700000|740000|742000|742100|742106|Suscripción a revistas profesionales|
743000|700000|740000|743000|||Materiales impresos diversos|
743100|700000|740000|743000|743100||Materiales impresos diversos|
743101|700000|740000|743000|743100|743101|Tarjetas y calendarios|
743102|700000|740000|743000|743100|743102|Mapas y planos carreteros, globos terráqueos, mapas de pared, guías turísticas y de calles|
743103|700000|740000|743000|743100|743103|Otros materiales impresos diversos: posters|
750000|700000|750000||||TURISMO|
751000|700000|750000|751000|||Paquetes turístico|
751100|700000|750000|751000|751100||Paquetes turístico|
751101|700000|750000|751000|751100|751101|Paquete turístico para viajar al exterior|
751102|700000|750000|751000|751100|751102|Paquete turístico para viajar dentro del país|
752000|700000|750000|752000|||Alojamiento por turismo y otros viajes|
752100|700000|750000|752000|752100||Alojamiento por viajes de turismo, negocio, etc.|
752101|700000|750000|752000|752100|752101|Hotel o pensión con o sin comida|
752102|700000|750000|752000|752100|752102|Otros alojamientos (camping, etc.)|
752103|700000|750000|752000|752100|752103|Otros gastos relacionados con alojamiento y estadía|
752104|700000|750000|752000|752100|752104|Alquiler de vivienda o alquiler de tiempo compartido|
752105|700000|750000|752000|752100|752105|Expensas del tiempo compartido|
752106|700000|750000|752000|752100|752106|Compra de tiempo compartido|
752107|700000|750000|752000|752100|752107|Venta de tiempo compartido|
753000|700000|750000|753000|||Otros gastos de turismo y viajes|
753100|700000|750000|753000|753100||Excursiones y otros gastos de turismo y viajes|
753101|700000|750000|753000|753100|753101|Excursiones desde el lugar de vacaciones|
753102|700000|750000|753000|753100|753102|Excursiones desde el lugar en que reside|
753103|700000|750000|753000|753100|753103|Gasto del automóvil (combustible, peaje, etc.)|
753104|700000|750000|753000|753100|753104|Taxi, remis, etc. por viajes de turismo, etc.|
753105|700000|750000|753000|753100|753105|Alquiler de auto por viajes de turismo, etc.|
753106|700000|750000|753000|753100|753106|Seguro temporario por viaje|
753300|700000|750000|753000|753300||Transporte por turismo|
753301|700000|750000|753000|753300|753301|Ómnibus de media y larga distancia|
753302|700000|750000|753000|753300|753302|Boleto de tren de larga distancia|
753303|700000|750000|753000|753300|753303|Pasajes de avión de cabotaje|
753304|700000|750000|753000|753300|753304|Pasaje de avión internacional|
753305|700000|750000|753000|753300|753305|Pasaje de buque|
753306|700000|750000|753000|753300|753306|Lancha y alíscafo|
800000|800000|||||ENSEÑANZA|
810000|800000|810000||||SERVICIOS EDUCATIVOS|
811000|800000|810000|811000|||Educación formal|
