codigo_ocupacion;descripcion_ocupacion
51111;Cuenta propia sin operación de maquinarias del deporte- Calificación profesional
51112;Cuenta propia sin operación de maquinarias del deporte - Calificación técnica
51113;Cuenta propia sin operación de maquinarias del deporte - Calificación operativa
51119;Cuenta propia sin operación de maquinarias del deporte - Calificación ignorada
51121;Cuenta propia con operación de maquinarias y/o equipos electromecánicos del deporte - Calificación profesional
51122;Cuenta propia con operación de maquinarias y/o equipos electromecánicos del deporte- Calificación técnica
51123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos del deporte- Calificación operativa
51129;Cuenta propia con operación de maquinarias y/o equipos electromecánicos del deporte- Calificación ignorada
51131;Cuenta propia con operación de sistemas y/o equipos informatizados del deporte- Calificación profesional
51132;Cuenta propia con operación de sistemas y/o equipos informatizados del deporte- Calificación técnica
51133;Cuenta propia con operación de sistemas y/o equipos informatizados del deporte- Calificación operativa
51139;Cuenta propia con operación de sistemas y/o equipos informatizados del deporte- Calificación ignorada
51201;Jefes del deporte- Calificación profesional
51202;Jefes del deporte- Calificación técnica
51203;Jefes del deporte- Calificación operativa
51209;Jefes del deporte- Calificación ignorada
51311;Trabajadores sin operación de maquinarias del deporte - Calificación profesional
51312;Trabajadores sin operación de maquinarias del deporte - Calificación técnica
51313;Trabajadores sin operación de maquinarias del deporte - Calificación operativa
51314;Trabajadores sin operación de maquinarias del deporte - No calificados
51319;Trabajadores sin operación de maquinarias del deporte - Calificación ignorada
51321;Operadores de maquinaria y/o equipos electromecánicos del deporte- Calificación profesional
51322;Operadores de maquinaria y/o equipos electromecánicos del deporte - Calificación técnica
51323;Operadores de maquinaria y/o equipos electromecánicos del deporte - Calificación operativa
51324;Operadores de maquinaria y/o equipos electromecánicos del deporte - No calificados
51329;Operadores de maquinaria y/o equipos electromecánicos del deporte - Calificación ignorada
51331;Operadores de sistemas y/o equipos informatizados del deporte- Calificación profesional
51332;Operadores de sistemas y/o equipos informatizados del deporte- Calificación técnica
51333;Operadores de sistemas y/o equipos informatizados del deporte- Calificación operativa
51334;Operadores de sistemas y/o equipos informatizados del deporte- No calificados
51339;Operadores de sistemas y/o equipos informatizados del deporte- Calificación ignorada
52111;Cuenta propia sin operación de maquinarias de la recreación - Calificación profesional
52112;Cuenta propia sin operación de maquinarias de la recreación - Calificación técnica
52113;Cuenta propia sin operación de maquinarias de la recreación - Calificación operativa
52119;Cuenta propia sin operación de maquinarias de la recreación - Calificación ignorada
52121;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la recreación- Calificación profesional
52122;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la recreación- Calificación técnica
52123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la recreación- Calificación operativa
52129;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la recreación- Calificación ignorada
52131;Cuenta propia con operación de sistemas y/o equipos informatizados de la recreación- Calificación profesional
52132;Cuenta propia con operación de sistemas y/o equipos informatizados de la recreación- Calificación técnica
52133;Cuenta propia con operación de sistemas y/o equipos informatizados de la recreación- Calificación operativa
52139;Cuenta propia con operación de sistemas y/o equipos informatizados de la recreación- Calificación ignorada
52201;Jefes de la recreación - Calificación profesional
52202;Jefes de la recreación - Calificación técnica
52203;Jefes de la recreación - Calificación operativa
52209;Jefes de la recreación - Calificación ignorada
52311;Trabajadores sin operación de maquinarias de la recreación- Calificación profesional
52312;Trabajadores sin operación de maquinarias de la recreación- Calificación técnica
52313;Trabajadores sin operación de maquinarias de la recreación- Calificación operativa
52314;Trabajadores sin operación de maquinarias de la recreación- No calificados
52319;Trabajadores sin operación de maquinarias de la recreación- Calificación ignorada
52321;Operadores de maquinaria y/o equipos electromecánicos de la recreación- Calificación profesional
52322;Operadores de maquinaria y/o equipos electromecánicos de la recreación- Calificación técnica
52323;Operadores de maquinaria y/o equipos electromecánicos de la recreación- Calificación operativa
52324;Operadores de maquinaria y/o equipos electromecánicos de la recreación- No calificados
52329;Operadores de maquinaria y/o equipos electromecánicos de la recreación- Calificación ignorada
52331;Operadores de sistemas y/o equipos informatizados de la recreación- Calificación profesional
52332;Operadores de sistemas y/o equipos informatizados de la recreación- Calificación técnica
52333;Operadores de sistemas y/o equipos informatizados de la recreación - Calificación operativa
52334;Operadores de sistemas y/o equipos informatizados de la recreación - No calificados
52339;Operadores de sistemas y/o equipos informatizados de la recreación - Calificación ignorada
53111;Cuenta propia sin operación de maquinarias de servicios gastronómicos- Calificación profesional
53112;Cuenta propia sin operación de maquinarias de servicios gastronómicos - Calificación técnica
53113;Cuenta propia sin operación de maquinarias de servicios gastronómicos- Calificación operativa
53119;Cuenta propia sin operación de maquinarias de servicios gastronómicos- Calificación ignorada
53121;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de servicios gastrnómicos- Calificación profesional
53122;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de servicios gastrnómicos- Calificación técnica
53123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de servicios gastrnómicos- Calificación operativa
53129;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de servicios gastrnómicos- Calificación ignorada
53131;Cuenta propia con operación de sistemas y/o equipos informatizados de servicios gastrnómicos- Calificación profesional
53132;Cuenta propia con operación de sistemas y/o equipos informatizados de servicios gastrnómicos- Calificación técnica
53133;Cuenta propia con operación de sistemas y/o equipos informatizados de servicios gastrnómicos- Calificación operativa
53139;Cuenta propia con operación de sistemas y/o equipos informatizados de servicios gastrnómicos- Calificación ignorada
53201;Jefes de servicios gastrnómicos- Calificación profesional
53202;Jefes de servicios gastrnómicos- Calificación técnica
53203;Jefes de servicios gastrnómicos- Calificación operativa
53209;Jefes de servicios gastrnómicos- Calificación ignorada
53311;Trabajadores sin operación de maquinarias de servicios gastrnómicos- Calificación profesional
53312;Trabajadores sin operación de maquinarias de servicios gastrnómicos- Calificación técnica
53313;Trabajadores sin operación de maquinarias de servicios gastrnómicos- Calificación operativa
53314;Trabajadores sin operación de maquinarias de servicios gastrnómicos- No calificados
53319;Trabajadores sin operación de maquinarias de servicios gastrnómicos- Calificación ignorada
53321;Operadores de maquinarias y/oequipos electromecánicos servicios gastrnómicos- Calificación profesional
53322;Operadores de maquinarias y/oequipos electromecánicos servicios gastrnómicos - Calificación técnica
53323;Operadores de maquinarias y/oequipos electromecánicos servicios gastrnómicos - Calificación operativa
53324;Operadores de maquinarias y/oequipos electromecánicos servicios gastrnómicos - No calificados
53329;Operadores de maquinarias y/oequipos electromecánicos servicios gastrnómicos - Calificación ignorada
53331;Operadores de sistemas y/o equipos informatizados de servicios gastrnómicos- Calificación profesional
53332;Operadores de sistemas y/o equipos informatizados de servicios gastrnómicos Calificación técnica
53333;Operadores de sistemas y/o equipos informatizados de servicios gastrnómicos - Calificación operativa
53334;Operadores de sistemas y/o equipos informatizados de servicios gastrnómicos - No calificados
53339;Operadores de sistemas y/o equipos informatizados de servicios gastrnómicos - Calificación ignorada
54111;Cuenta propia sin operación de maquinarias de los servicios de alojamiento y turismo- Calificación profesional
54112;Cuenta propia sin operación de maquinarias de los servicios de alojamiento y turismo- Calificación técnica
54113;Cuenta propia sin operación de maquinarias de los servicios de alojamiento y turismo- Calificación operativa
54119;Cuenta propia sin operación de maquinarias de los servicios de alojamiento y turismo- Calificación ignorada
54121;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de los servicios de alojamiento y turismo- Calificación profesional
54122;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de los servicios de alojamiento y turismo- Calificación técnica
54123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de los servicios de alojamiento y turismo- Calificación operativa
54129;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de los servicios de alojamiento y turismo- Calificación ignorada
54131;Cuenta propia con operación de sistemas y/o equipos informatizados de los servicios de alojamiento y turismo - Calificación profesional
54132;Cuenta propia con operación de sistemas y/o equipos informatizados de los servicios de alojamiento y turismo - Calificación técnica
54133;Cuenta propia con operación de sistemas y/o equipos informatizados de los servicios de alojamiento y turismo - Calificación operativa
54139;Cuenta propia con operación de sistemas y/o equipos informatizados de los servicios de alojamiento y turismo - Calificación ignorada
54201;Jefes del alojamiento y turismo- Calificación profesional
54202;Jefes del alojamiento y turismo - Calificación técnica
54203;Jefes del alojamiento y turismo - Calificación operativa
54209;Jefes del alojamiento y turismo - Calificación ignorada
54311;Trabajadores sin operación demaquinarias del alojamiento y turismo- Calificación profesional
54312;Trabajadores sin operación demaquinarias del alojamiento y turismo- Calificación técnica
54313;Trabajadores sin operación demaquinarias del alojamiento y turismo- Calificación operativa
54314;Trabajadores sin operación demaquinarias del alojamiento y turismo- No calificados
54319;Trabajadores sin operación demaquinarias del alojamiento y turismo- Calificación ignorada
54321;Operadores de maquinaria y/o equipos electromecánicos del alojamiento y turismo- Calificación profesional
54322;Operadores de maquinaria y/o equipos electromecánicos del alojamiento y turismo- Calificación técnica
54323;Operadores de maquinaria y/o equipos electromecánicos del alojamiento y turismo- Calificación operativa
54324;Operadores de maquinaria y/o equipos electromecánicos del alojamiento y turismo- No calificados
54329;Operadores de maquinaria y/o equipos electromecánicos del alojamiento y turismo- Calificación ignorada
54331;Operadores de sistemas y/o equiposinformatizados del alojamiento y turismo- Calificación profesional
54332;Operadores de sistemas y/o equiposinformatizados del alojamiento y turismo - Calificación técnica
54333;Operadores de sistemas y/o equiposinformatizados del alojamiento y turismo - Calificación operativa
54334;Operadores de sistemas y/o equiposinformatizados del alojamiento y turismo - No calificados
54339;Operadores de sistemas y/o equiposinformatizados del alojamiento y turismo - Calificación ignorada
55113;Cuenta propia sin operaión de maquinarias de los servicios domésticos - Calificación operativa
55203;Jefes de los servicios domésticos - Calificación operativa
55313;Trabajadores del servicio doméstico - Calificación operativa
55314;Trabajadores del servicio doméstico - No calificados
55319;Trabajadores del servicio doméstico - Calificación ignorada
56113;Cuenta propia sin operación de maquinarias de los servicios de limpieza no doméstica- Calificación operativa
56114;Cuenta propia sin operación de maquinarias de los servicios de limpieza no doméstica- No calificados
56123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de los servicios de limpieza no doméstica- Calificación operativa
56133;Cuenta propia con operación de sistemas y/o equipos informatizados de los servicios de limpieza no doméstica- Calificación operativa
56202;Jefes de los servicios de limpieza no doméstica- Calificación técnica
56203;Jefes de los servicios de limpieza no doméstica- Calificación operativa
56209;Jefes de los servicios de limpieza no doméstica- Calificación ignorada
56313;Trabajadores de servicios de limpieza no domésticos Calificación operativa
56314;Trabajadores de servicios de limpieza no domésticos - No calificados
56319;Trabajadores de servicios de limpieza no domésticos Calificación ignorada
56323;Operadores de maquinaria y/o equipos electromecánicos de la limpieza no doméstica- Calificación operativa
56324;Operadores de maquinaria y/o equipos electromecánicos de la limpieza no doméstica- No calificados
56329;Operadores de maquinaria y/o equipos electromecánicos de la limpieza no doméstica- Calificación ignorada
56333;Operadores de sistemas y/o equiposinformatizados de la limpieza no doméstica- Calificación operativa
56334;Operadores de sistemas y/o equiposinformatizados de la limpieza no doméstica- No calificados
56339;Operadores de sistemas y/o equiposinformatizados de la limpieza no doméstica- Calificación ignorada
57111;Cuenta propia sin operación de maquinarias del cuidado y la atenciónde las personas - Calificación profesional
57112;Cuenta propia sin operación de maquinarias del cuidado y la atenciónde las personas- Calificación técnica
57113;Cuenta propia sin operación de maquinarias del cuidado y la atenciónde las personas - Calificación operativa
57119;Cuenta propia sin operación de maquinarias del cuidado y la atenciónde las personas - Calificación ignorada
57121;Cuenta propia con operación de maquinarias y/o equipos electromecánicos del cuidado y la atenciónde las personas- Calificación profesional
57122;Cuenta propia con operación de maquinarias y/o equipos electromecánicos del cuidado y la atenciónde las personas - Calificación técnica
57123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos del cuidado y la atenciónde las personas - Calificación operativa
57129;Cuenta propia con operación de maquinarias y/o equipos electromecánicos del cuidado y la atenciónde las personas - Calificación ignorada
57131;Cuenta propia con operación de sistemas y/o equipos informatizados del cuidado y la atenciónde las personas - Calificación profesional
57132;Cuenta propia con operación de sistemas y/o equipos informatizados del cuidado y la atenciónde las personas - Calificación técnica
57133;Cuenta propia con operación de sistemas y/o equipos informatizados del cuidado y la atenciónde las personas - Calificación operativa
57139;Cuenta propia con operación de sistemas y/o equipos informatizados del cuidado y la atenciónde las personas - Calificación ignorada
57201;Jefes de los servicios del cuidado y la atención de las personas- Calificación profesional
57202;Jefes de los servicios del cuidado y la atención de las personas- Calificación técnica
57203;Jefes de los servicios del cuidado y la atención de las personas- Calificación operativa
57209;Jefes de los servicios del cuidado y la atención de las personas- Calificación ignorada
57311;Trabajadores sin operación de maquinarias del cuidado y la atención de personas- Calificación profesional
57312;Trabajadores sin operación de maquinarias del cuidado y la atención de personas- Calificación técnica
57313;Trabajadores sin operación de maquinarias del cuidado y la atención de personas- Calificación operativa
57314;Trabajadores sin operación de maquinarias del cuidado y la atención de personas- No calificados
57319;Trabajadores sin operación de maquinarias del cuidado y la atención de personas- Calificación ignorada
57321;Operadores de maquinaria y/o equipos electromecánicos del cuidado y la atención de las personas- Calificación profesional
57322;Operadores de maquinaria y/o equipos electromecánicos del cuidado y la atención de las personas- Calificación técnica
57323;Operadores de maquinaria y/o equipos electromecánicos del cuidado y la atención de las personas- Calificación operativa
57324;Operadores de maquinaria y/o equipos electromecánicos del cuidado y la atención de las personas - No calificados
57329;Operadores de maquinaria y/o equipos electromecánicos del cuidado y la atención de las personas- Calificación ignorada
57331;Operadores de sistemas y/o equipos informatizados del cuidado y la atención delas personas- Calificación profesional
57332;Operadores de sistemas y/o equipos informatizados del cuidado y la atención delas personas- Calificación técnica
57333;Operadores de sistemas y/o equipos informatizados del cuidado y la atención delas personas- Calificación operativa
57334;Operadores de sistemas y/o equipos informatizados del cuidado y la atención delas personas- No calificados
57339;Operadores de sistemas y/o equipos informatizados del cuidado y la atención delas personas- Calificación ignorada
58111;Cuenta propia sin operación de maquinarias de otras ocupaciones de los servicios sociales varios- Calificación profesional
58112;Cuenta propia sin operación de maquinarias de otras ocupaciones de los servicios sociales varios- Calificación técnica
58113;Cuenta propia sin operación de maquinarias de otras ocupaciones de los servicios sociales varios- Calificación operativa
58119;Cuenta propia sin operación de maquinarias de otras ocupaciones de los servicios sociales varios- Calificación ignorada
58121;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de otras ocupaciones de los servicios sociales varios- Calificación profesional
58122;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de otras ocupaciones de los servicios sociales varios- Calificación técnica
58123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de otras ocupaciones de los servicios sociales varios- Calificación operativa
58129;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de otras ocupaciones de los servicios sociales varios- Calificación ignorada
58131;Cuenta propia con operación de sistemas y/o equipos informatizados de otras ocupaciones delos servicios sociales varios- Calificación profesional
58132;Cuenta propia con operación de sistemas y/o equipos informatizados de otras ocupaciones delos servicios sociales varios- Calificación técnica
58133;Cuenta propia con operación de sistemas y/o equipos informatizados de otras ocupaciones delos servicios sociales varios- Calificación operativa
58139;Cuenta propia con operación de sistemas y/o equipos informatizados de otras ocupaciones delos servicios sociales varios- Calificación ignorada
58201;Jefes de otras ocupaciones de los servicios sociales varios - Calificación profesional
58202;Jefes de otras ocupaciones de los servicios sociales varios - Calificación técnica
58203;Jefes de otras ocupaciones de los servicios sociales varios - Calificación operativa
58209;Jefes de otras ocupaciones de los servicios sociales varios - Calificación ignorada
58311;Trabajadores sin operación de maquinarias de otros servicios- Calificación profesional
58312;Trabajadores sin operación de maquinarias de otros servicios - Calificación técnica
58313;Trabajadores sin operación de maquinarias de otros servicios - Calificación operativa
58314;Trabajadores sin operación de maquinarias de otros servicios - No calificados
58319;Trabajadores sin operación de maquinarias de otros servicios - Calificación ignorada
58321;Operadores de maquinaria y/o equiposelectromecánicos de otras ocupaciones de los servicios sociales varios- Calificación profesional
58322;Operadores de maquinaria y/o equiposelectromecánicos de otras ocupaciones de los servicios sociales varios - Calificación técnica
58323;Operadores de maquinaria y/o equiposelectromecánicos de otras ocupaciones de los servicios sociales varios - Calificación operativa
58324;Operadores de maquinaria y/o equiposelectromecánicos de otras ocupaciones de los servicios sociales varios - No calificados
58329;Operadores de maquinaria y/o equiposelectromecánicos de otras ocupaciones de los servicios sociales varios - Calificación ignorada
58331;Operadores de sistemas y/o equipos informatizados de otras ocupaciones de los servicios sociales varios- Calificación profesional
58332;Operadores de sistemas y/o equipos informatizados de otras ocupaciones de los servicios sociales varios - Calificación técnica
58333;Operadores de sistemas y/o equipos informatizados de otras ocupaciones de los servicios sociales varios - Calificación operativa
58334;Operadores de sistemas y/o equipos informatizados de otras ocupaciones de los servicios sociales varios- No calificados
58339;Operadores de sistemas y/o equipos informatizados de otras ocupaciones de los servicios sociales varios - Calificación ignorada
60111;Cuenta propia sin operación de maquinarias de la producción agrícola- Calificación profesional
60112;Cuenta propia sin operación de maquinarias de la producción agrícola- Calificación técnica
60113;Cuenta propia sin operación de maquinarias de la producción agrícola- Calificación operativa
60119;Cuenta propia sin operación de maquinarias de la producción agrícola- Calificación ignorada
60121;Cuenta propia con operación de maquinaria y/o equipos electromecánicos de la producción agrícola- Calificación profesional
60122;Cuenta propia con operación de maquinaria y/o equipos electromecánicos de la producción agrícola- Calificación técnica
60123;Cuenta propia con operación de maquinaria y/o equipos electromecánicos de la producción agrícola- Calificación operativa
60129;Cuenta propia con operación de maquinaria y/o equipos electromecánicos de la producción agrícola- Calificación ignorada
60131;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción agrícola- Calificación profesional
60132;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción agrícola- Calificación técnica
60133;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción agrícola- Calificación operativa
60139;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción agrícola- Calificación ignorada
60201;Jefes de la producción agrícola- Calificación profesional
60202;Jefes de la producción agrícola- Calificación técnica
60203;Jefes de la producción agrícola- Calificación operativa
60209;Jefes de la producción agrícola- Calificación ignorada
60311;Trabajadores sin operación de maquinarias de la producción agrícola- Calificación profesional
60312;Trabajadores sin operación de maquinarias de la producción agrícola- Calificación técnica
60313;Trabajadores sin operación de maquinarias de la producción agrícola- Calificación operativa
60314;Trabajadores sin operación de maquinarias de la producción agrícola- No calificada
60319;Trabajadores sin operación de maquinarias de la producción agrícola- Calificación ignorada
60321;Operadores de maquinaria y/o equipos electromecánicos de la producción agrícola- Calificación profesional
60322;Operadores de maquinaria y/o equipos electromecánicos de la producción agrícola- Calificación técnica
60323;Operadores de maquinaria y/o equipos electromecánicos de la producción agrícola- Calificación operativa
60324;Operadores de maquinaria y/o equipos electromecánicos de la producción agrícola- No calificados
60329;Operadores de maquinaria y/o equipos electromecánicos de la producción agrícola- Calificación ignorada
60331;Operadores de sistemas y/o equipos informatizados de la producción agrícola- Calificación profesional
60332;Operadores de sistemas y/o equipos informatizados de la producción agrícola- Calificación técnica
60333;Operadores de sistemas y/o equipos informatizados de la producción agrícola- Calificación operativa
60334;Operadores de sistemas y/o equipos informatizados de la producción agrícola- No calificados
60339;Operadores de sistemas y/o equipos informatizados de la producción agrícola- Calificación ignorada
61111;Cuenta propia sin operación de maquinarias de la producción ganadera- Calificación profesional
61112;Cuenta propia sin operación de maquinarias de la producción ganadera- Calificación técnica
61113;Cuenta propia sin operación de maquinarias de la producción ganadera- Calificación operativa
61119;Cuenta propia sin operación de maquinarias de la producción ganadera- Calificación ignorada
61121;Cuenta propia con operación de maquinaria y/o equipos electromecanica de la producción ganadera- Calificación profesional
61122;Cuenta propia con operación de maquinaria y/o equipos electromecanica de la producción ganadera- Calificación técnica
61123;Cuenta propia con operación de maquinaria y/o equipos electromecanica de la producción ganadera- Calificación operativa
61129;Cuenta propia con operación de maquinaria y/o equipos electromecanica de la producción ganadera- Calificación ignorada
61131;Cuenta propia con operación de sistemas y/o equipos Informatizados de la producción ganadera- Calificación técnica
61132;Cuenta propia con operación de sistemas y/o equipos Informatizados de la producción ganadera- Calificación técnica
61133;Cuenta propia con operación de sistemas y/o equipos Informatizados de la producción ganadera- Calificación operativa
61139;Cuenta propia con operación de sistemas y/o equipos Informatizados de la producción ganadera- Calificación ignorada
61201;Jefes de la producción ganadera- Calificación profesional
61202;Jefes de la producción ganadera- Calificación técnica
61203;Jefes de la producción ganadera- Calificación operativa
61209;Jefes de la producción ganadera- Calificación ignorada
61311;Trabajadores sin operación de maquinarias de la producción ganadera- Calificación profesional
61312;Trabajadores sin operación de maquinarias de la producción ganadera- Calificación técnica
61313;Trabajadores sin operación de maquinarias de la producción ganadera- Calificación operativa
61314;Trabajadores sin operación de maquinarias de la producción ganadera - No calificados
61319;Trabajadores sin operación de maquinarias de la producción ganadera- Calificación ignorada
61321;Operadores de maquinaria y/o equipos electromecánicos de la producción ganadera- Calificación profesional
61322;Operadores de maquinaria y/o equipos electromecánicos de la producción ganadera- Calificación técnica
61323;Operadores de maquinaria y/o equipos electromecánicos de la producción ganadera- Calificación operativa
61324;Operadores de maquinaria y/o equipos electromecánicos de la producción ganadera- No calificados
61329;Operadores de maquinaria y/o equipos electromecánicos de la producción ganadera- Calificación ignorada
61331;Operadores de sistemas y/o equipos informatizados de la producción ganadera- Calificación profesional
61332;Operadores de sistemas y/o equipos informatizados de la producción ganadera- Calificación técnica
61333;Operadores de sistemas y/o equipos informatizados de la producción ganadera- Calificación operativa
61334;Operadores de sistemas y/o equipos informatizados de la producción ganadera- No calificados
61339;Operadores de sistemas y/o equipos informatizados de la producción ganadera- Calificación ignorada
62111;Cuenta propia sin operación de maquinarias de la producción forestal- Calificación profesional
62112;Cuenta propia sin operación de maquinarias de la producción forestal- Calificación técnica
62113;Cuenta propia sin operación de maquinarias de la producción forestal- Calificación operativa
62119;Cuenta propia sin operación de maquinarias de la producción forestal- Calificación ignorada
62121;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción forestal - Calificación profesional
62122;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción forestal - Calificación técnica
62123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción forestal - Calificación operativa
62129;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción forestal - Calificación ignorada
62131;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción forestal - Calificación profesional
62132;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción forestal - Calificación técnica
62133;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción forestal - Calificación operativa
62139;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción forestal - Calificación ignorada
62201;Jefes de la producción forestal- Calificación profesional
62202;Jefes de la producción forestal- Calificación técnica
62203;Jefes de la producción forestal- Calificación operativa
62209;Jefes de la producción forestal- Calificación ignorada
62311;Trabajadores sin operación de maquinarias de la producción forestal- Calificación profesional
62312;Trabajadores sin operación de maquinarias de la producción forestal- Calificación técnica
62313;Trabajadores sin operación de maquinarias de la producción forestal- Calificación operativa
62314;Trabajadores sin operación de maquinarias de la producción forestal- No calificados
62319;Trabajadores sin operación de maquinarias de la producción forestal- Calificación ignorada
62321;Operadores de maquinaria y/o equipos electromecánicos de la producción forestal- Calificación profesional
62322;Operadores de maquinaria y/o equipos electromecánicos de la producción forestal- Calificación técnica
62323;Operadores de maquinaria y/o equipos electromecánicos de la producción forestal- Calificación operativa
62324;Operadores de maquinaria y/o equipos electromecánicos de la producción forestal - No calificados
62329;Operadores de maquinaria y/o equipos electromecánicos de la producción forestal- Calificación ignorada
62331;Operadores de sistemas y/o equipos informatizados de la producción forestal- Calificación profesional
62332;Operadores de sistemas y/o equipos informatizados de la producción forestal- Calificación técnica
62333;Operadores de sistemas y/o equipos informatizados de la producción forestal- Calificación operativa
62334;Operadores de sistemas y/o equipos informatizados de la producción forestal- No calificados
62339;Operadores de sistemas y/o equipos informatizados de la producción forestal- Calificación ignorada
63111;Cuenta propia de la producción apicolaavicola yde otras especies menores- Calificación profesional
63112;Cuenta propia de la producción apicolaavicola yde otras especies menores- Calificación técnica
63113;Cuenta propia de la producción apicolaavicola yde otras especies menores- Calificación operativa
63119;Cuenta propia de la producción apicolaavicola yde otras especies menores- Calificación ignorada
63121;Cuenta propia con operación de maquinarias y/o equipos de la producción apicola-avicola- Calificación profesional
63122;Cuenta propia con operación de maquinarias y/o equipos de la producción apicola-avicola- Calificación técnica
63123;Cuenta propia con operación de maquinarias y/o equipos de la producción apicola-avicola- Calificación operativa
63129;Cuenta propia con operación de maquinarias y/o equipos de la producción apicola-avicola- Calificación ignorada
63131;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción apicolaavicola yde otras especies menores- Calificación profesional
63132;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción apicolaavicola yde otras especies menores- Calificación técnica
63133;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción apicolaavicola yde otras especies menores- Calificación operativa
63139;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción apicolaavicola yde otras especies menores- Calificación ignorada
63201;Jefes de la producción apicolaavicola y de otras especies menores- Calificación profesional
63202;Jefes de la producción apicolaavicola y de otras especies menores- Calificación técnica
63203;Jefes de la producción apicolaavicola y de otras especies menores- Calificación operativa
63209;Jefes de la producción apicolaavicola y de otras especies menores- Calificación ignorada
63311;Trabajadores sin operación de maquinarias de la producción apicolaavicola y de otras especies menores- Calificación profesional
63312;Trabajadores sin operación de maquinarias de la producción apicolaavicola y de otras especies menores- Calificación técnica
63313;Trabajadores sin operación de maquinarias de la producción apicolaavicola y de otras especies menores- Calificación operativa
63314;Trabajadores sin operación de maquinarias de la producción apicolaavicola y de otras especies menores - No calificados
63319;Trabajadores sin operación de maquinarias de la producción apicolaavicola y de otras especies menores- Calificación ignorada
63321;Operadores de maquinaria y/o equipos electromecanica de la producción apicolaavicola y de otras especies menores- Calificación profesional
63322;Operadores de maquinaria y/o equipos electromecanica de la producción apicolaavicola y de otras especies menores- Calificación técnica
63323;Operadores de maquinaria y/o equipos electromecanica de la producción apicolaavicola y de otras especies menores- Calificación operativa
63324;Operadores de maquinaria y/o equipos electromecanica de la producción apicolaavicola y de otras especies menores - No calificados
63329;Operadores de maquinaria y/o equipos electromecanica de la producción apicolaavicola y de otras especies menores- Calificación ignorada
63331;Operadores de sistemas, equipos y/o paneles informatizados de la producción deapicultura, avicultura y otras especies menores - Calificación profesional
63332;Operadores de sistemas, equipos y/o paneles informatizados de la producción deapicultura, avicultura y otras especies menores - Calificación técnica
63333;Operadores de sistemas, equipos y/o paneles informatizados de la producción deapicultura, avicultura y otras especies menores - Calificación operativa
63334;Operadores de sistemas, equipos y/o paneles informatizados de la producción deapicultura, avicultura y otras especies menores - No calificado
63339;Operadores de sistemas, equipos y/o paneles informatizados de la producción deapicultura, avicultura y otras especies menores - Calificación ignorada
64111;Cuenta propia sin operación de maquinarias de la producción pesquera- Calificación profesional
64112;Cuenta propia sin operación de maquinarias de la producción pesquera- Calificación técnica
64113;Cuenta propia sin operación de maquinarias de la producción pesquera- Calificación operativa
64119;Cuenta propia sin operación de maquinarias de la producción pesquera- Calificación ignorada
64121;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción pesquera- Calificación profesional
64122;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción pesquera- Calificación técnica
64123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción pesquera- Calificación operativa
64129;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción pesquera- Calificación ignorada
64131;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción pesquera- Calificación profesional
64132;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción pesquera- Calificación técnica
64133;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción pesquera- Calificación operativa
